Edad	Duración	Destino	Tipo de dato	Periodo	Total
De 45 a 54 años	Total	España y extranjero	Porcentaje sobre personas de la categoría	2023	""
De 45 a 54 años	Total	España y extranjero	Porcentaje sobre personas de la categoría	2022	14,51
De 45 a 54 años	Total	España y extranjero	Porcentaje sobre personas de la categoría	2021	5,45
De 45 a 54 años	Total	España y extranjero	Porcentaje sobre personas de la categoría	2020	15,71
De 45 a 54 años	Total	España y extranjero	Porcentaje sobre personas de la categoría	2019	20,9
De 45 a 54 años	Total	España y extranjero	Porcentaje sobre personas de la categoría	2018	19,47
De 45 a 54 años	Total	España y extranjero	Porcentaje sobre personas de la categoría	2017	16,79
De 45 a 54 años	Total	España y extranjero	Porcentaje sobre personas de la categoría	2016	15,99
De 45 a 54 años	Total	España y extranjero	Porcentaje sobre personas de la categoría	2015	14,65
De 45 a 54 años	Total	España y extranjero	Porcentaje sobre el total de viajeros 	2023	""
De 45 a 54 años	Total	España y extranjero	Porcentaje sobre el total de viajeros 	2022	5,12
De 45 a 54 años	Total	España y extranjero	Porcentaje sobre el total de viajeros 	2021	1,91
De 45 a 54 años	Total	España y extranjero	Porcentaje sobre el total de viajeros 	2020	4,64
De 45 a 54 años	Total	España y extranjero	Porcentaje sobre el total de viajeros 	2019	5,64
De 45 a 54 años	Total	España y extranjero	Porcentaje sobre el total de viajeros 	2018	5,42
De 45 a 54 años	Total	España y extranjero	Porcentaje sobre el total de viajeros 	2017	4,76
De 45 a 54 años	Total	España y extranjero	Porcentaje sobre el total de viajeros 	2016	4,48
De 45 a 54 años	Total	España y extranjero	Porcentaje sobre el total de viajeros 	2015	4,25
De 45 a 54 años	De 1 a 3 noches	Total	Porcentaje sobre personas de la categoría	2023	""
De 45 a 54 años	De 1 a 3 noches	Total	Porcentaje sobre personas de la categoría	2022	55,06
De 45 a 54 años	De 1 a 3 noches	Total	Porcentaje sobre personas de la categoría	2021	40,5
De 45 a 54 años	De 1 a 3 noches	Total	Porcentaje sobre personas de la categoría	2020	51,84
De 45 a 54 años	De 1 a 3 noches	Total	Porcentaje sobre personas de la categoría	2019	56,04
De 45 a 54 años	De 1 a 3 noches	Total	Porcentaje sobre personas de la categoría	2018	51,84
De 45 a 54 años	De 1 a 3 noches	Total	Porcentaje sobre personas de la categoría	2017	54,38
De 45 a 54 años	De 1 a 3 noches	Total	Porcentaje sobre personas de la categoría	2016	51,48
De 45 a 54 años	De 1 a 3 noches	Total	Porcentaje sobre personas de la categoría	2015	48,59
De 45 a 54 años	De 1 a 3 noches	Total	Porcentaje sobre el total de viajeros 	2023	""
De 45 a 54 años	De 1 a 3 noches	Total	Porcentaje sobre el total de viajeros 	2022	19,43
De 45 a 54 años	De 1 a 3 noches	Total	Porcentaje sobre el total de viajeros 	2021	14,22
De 45 a 54 años	De 1 a 3 noches	Total	Porcentaje sobre el total de viajeros 	2020	15,3
De 45 a 54 años	De 1 a 3 noches	Total	Porcentaje sobre el total de viajeros 	2019	15,12
De 45 a 54 años	De 1 a 3 noches	Total	Porcentaje sobre el total de viajeros 	2018	14,42
De 45 a 54 años	De 1 a 3 noches	Total	Porcentaje sobre el total de viajeros 	2017	15,41
De 45 a 54 años	De 1 a 3 noches	Total	Porcentaje sobre el total de viajeros 	2016	14,43
De 45 a 54 años	De 1 a 3 noches	Total	Porcentaje sobre el total de viajeros 	2015	14,1
De 45 a 54 años	De 1 a 3 noches	Solo España	Porcentaje sobre personas de la categoría	2023	""
De 45 a 54 años	De 1 a 3 noches	Solo España	Porcentaje sobre personas de la categoría	2022	38,91
De 45 a 54 años	De 1 a 3 noches	Solo España	Porcentaje sobre personas de la categoría	2021	34,46
De 45 a 54 años	De 1 a 3 noches	Solo España	Porcentaje sobre personas de la categoría	2020	35,79
De 45 a 54 años	De 1 a 3 noches	Solo España	Porcentaje sobre personas de la categoría	2019	34,17
De 45 a 54 años	De 1 a 3 noches	Solo España	Porcentaje sobre personas de la categoría	2018	31,83
De 45 a 54 años	De 1 a 3 noches	Solo España	Porcentaje sobre personas de la categoría	2017	36,45
De 45 a 54 años	De 1 a 3 noches	Solo España	Porcentaje sobre personas de la categoría	2016	35,28
De 45 a 54 años	De 1 a 3 noches	Solo España	Porcentaje sobre personas de la categoría	2015	33,39
De 45 a 54 años	De 1 a 3 noches	Solo España	Porcentaje sobre el total de viajeros 	2023	""
De 45 a 54 años	De 1 a 3 noches	Solo España	Porcentaje sobre el total de viajeros 	2022	13,73
De 45 a 54 años	De 1 a 3 noches	Solo España	Porcentaje sobre el total de viajeros 	2021	12,1
De 45 a 54 años	De 1 a 3 noches	Solo España	Porcentaje sobre el total de viajeros 	2020	10,56
De 45 a 54 años	De 1 a 3 noches	Solo España	Porcentaje sobre el total de viajeros 	2019	9,22
De 45 a 54 años	De 1 a 3 noches	Solo España	Porcentaje sobre el total de viajeros 	2018	8,85
De 45 a 54 años	De 1 a 3 noches	Solo España	Porcentaje sobre el total de viajeros 	2017	10,33
De 45 a 54 años	De 1 a 3 noches	Solo España	Porcentaje sobre el total de viajeros 	2016	9,89
De 45 a 54 años	De 1 a 3 noches	Solo España	Porcentaje sobre el total de viajeros 	2015	9,69
De 45 a 54 años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre personas de la categoría	2023	""
De 45 a 54 años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre personas de la categoría	2022	2,58
De 45 a 54 años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre personas de la categoría	2021	..
De 45 a 54 años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre personas de la categoría	2020	1,61
De 45 a 54 años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre personas de la categoría	2019	2,72
De 45 a 54 años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre personas de la categoría	2018	2,63
De 45 a 54 años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre personas de la categoría	2017	1,91
De 45 a 54 años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre personas de la categoría	2016	2,03
De 45 a 54 años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre personas de la categoría	2015	1,6
De 45 a 54 años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2023	""
De 45 a 54 años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2022	0,91
De 45 a 54 años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2021	..
De 45 a 54 años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2020	0,48
De 45 a 54 años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2019	0,73
De 45 a 54 años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2018	0,73
De 45 a 54 años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2017	0,54
De 45 a 54 años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2016	0,57
De 45 a 54 años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2015	0,46
De 45 a 54 años	De 1 a 3 noches	España y extranjero	Porcentaje sobre personas de la categoría	2023	""
De 45 a 54 años	De 1 a 3 noches	España y extranjero	Porcentaje sobre personas de la categoría	2022	13,57
De 45 a 54 años	De 1 a 3 noches	España y extranjero	Porcentaje sobre personas de la categoría	2021	5
De 45 a 54 años	De 1 a 3 noches	España y extranjero	Porcentaje sobre personas de la categoría	2020	14,44
De 45 a 54 años	De 1 a 3 noches	España y extranjero	Porcentaje sobre personas de la categoría	2019	19,15
De 45 a 54 años	De 1 a 3 noches	España y extranjero	Porcentaje sobre personas de la categoría	2018	17,38
De 45 a 54 años	De 1 a 3 noches	España y extranjero	Porcentaje sobre personas de la categoría	2017	16,03
De 45 a 54 años	De 1 a 3 noches	España y extranjero	Porcentaje sobre personas de la categoría	2016	14,17
De 45 a 54 años	De 1 a 3 noches	España y extranjero	Porcentaje sobre personas de la categoría	2015	13,6
De 45 a 54 años	De 1 a 3 noches	España y extranjero	Porcentaje sobre el total de viajeros 	2023	""
De 45 a 54 años	De 1 a 3 noches	España y extranjero	Porcentaje sobre el total de viajeros 	2022	4,79
De 45 a 54 años	De 1 a 3 noches	España y extranjero	Porcentaje sobre el total de viajeros 	2021	1,76
De 45 a 54 años	De 1 a 3 noches	España y extranjero	Porcentaje sobre el total de viajeros 	2020	4,26
De 45 a 54 años	De 1 a 3 noches	España y extranjero	Porcentaje sobre el total de viajeros 	2019	5,17
De 45 a 54 años	De 1 a 3 noches	España y extranjero	Porcentaje sobre el total de viajeros 	2018	4,84
De 45 a 54 años	De 1 a 3 noches	España y extranjero	Porcentaje sobre el total de viajeros 	2017	4,54
De 45 a 54 años	De 1 a 3 noches	España y extranjero	Porcentaje sobre el total de viajeros 	2016	3,97
De 45 a 54 años	De 1 a 3 noches	España y extranjero	Porcentaje sobre el total de viajeros 	2015	3,95
De 45 a 54 años	De 4 o más noches	Total	Porcentaje sobre personas de la categoría	2023	""
De 45 a 54 años	De 4 o más noches	Total	Porcentaje sobre personas de la categoría	2022	50,46
De 45 a 54 años	De 4 o más noches	Total	Porcentaje sobre personas de la categoría	2021	41,79
De 45 a 54 años	De 4 o más noches	Total	Porcentaje sobre personas de la categoría	2020	51,23
De 45 a 54 años	De 4 o más noches	Total	Porcentaje sobre personas de la categoría	2019	54,87
De 45 a 54 años	De 4 o más noches	Total	Porcentaje sobre personas de la categoría	2018	54,64
De 45 a 54 años	De 4 o más noches	Total	Porcentaje sobre personas de la categoría	2017	49,87
De 45 a 54 años	De 4 o más noches	Total	Porcentaje sobre personas de la categoría	2016	50,81
De 45 a 54 años	De 4 o más noches	Total	Porcentaje sobre personas de la categoría	2015	46,29
De 45 a 54 años	De 4 o más noches	Total	Porcentaje sobre el total de viajeros 	2023	""
De 45 a 54 años	De 4 o más noches	Total	Porcentaje sobre el total de viajeros 	2022	17,81
De 45 a 54 años	De 4 o más noches	Total	Porcentaje sobre el total de viajeros 	2021	14,67
De 45 a 54 años	De 4 o más noches	Total	Porcentaje sobre el total de viajeros 	2020	15,12
De 45 a 54 años	De 4 o más noches	Total	Porcentaje sobre el total de viajeros 	2019	14,81
De 45 a 54 años	De 4 o más noches	Total	Porcentaje sobre el total de viajeros 	2018	15,2
De 45 a 54 años	De 4 o más noches	Total	Porcentaje sobre el total de viajeros 	2017	14,13
De 45 a 54 años	De 4 o más noches	Total	Porcentaje sobre el total de viajeros 	2016	14,25
De 45 a 54 años	De 4 o más noches	Total	Porcentaje sobre el total de viajeros 	2015	13,44
De 45 a 54 años	De 4 o más noches	Solo España	Porcentaje sobre personas de la categoría	2023	""
De 45 a 54 años	De 4 o más noches	Solo España	Porcentaje sobre personas de la categoría	2022	33,49
De 45 a 54 años	De 4 o más noches	Solo España	Porcentaje sobre personas de la categoría	2021	34,42
De 45 a 54 años	De 4 o más noches	Solo España	Porcentaje sobre personas de la categoría	2020	32,75
De 45 a 54 años	De 4 o más noches	Solo España	Porcentaje sobre personas de la categoría	2019	29,92
De 45 a 54 años	De 4 o más noches	Solo España	Porcentaje sobre personas de la categoría	2018	30,94
De 45 a 54 años	De 4 o más noches	Solo España	Porcentaje sobre personas de la categoría	2017	29,58
De 45 a 54 años	De 4 o más noches	Solo España	Porcentaje sobre personas de la categoría	2016	31,19
De 45 a 54 años	De 4 o más noches	Solo España	Porcentaje sobre personas de la categoría	2015	28,51
De 45 a 54 años	De 4 o más noches	Solo España	Porcentaje sobre el total de viajeros 	2023	""
De 45 a 54 años	De 4 o más noches	Solo España	Porcentaje sobre el total de viajeros 	2022	11,82
De 45 a 54 años	De 4 o más noches	Solo España	Porcentaje sobre el total de viajeros 	2021	12,08
De 45 a 54 años	De 4 o más noches	Solo España	Porcentaje sobre el total de viajeros 	2020	9,66
De 45 a 54 años	De 4 o más noches	Solo España	Porcentaje sobre el total de viajeros 	2019	8,07
De 45 a 54 años	De 4 o más noches	Solo España	Porcentaje sobre el total de viajeros 	2018	8,61
De 45 a 54 años	De 4 o más noches	Solo España	Porcentaje sobre el total de viajeros 	2017	8,38
De 45 a 54 años	De 4 o más noches	Solo España	Porcentaje sobre el total de viajeros 	2016	8,75
De 45 a 54 años	De 4 o más noches	Solo España	Porcentaje sobre el total de viajeros 	2015	8,27
De 45 a 54 años	De 4 o más noches	Solo extranjero	Porcentaje sobre personas de la categoría	2023	""
De 45 a 54 años	De 4 o más noches	Solo extranjero	Porcentaje sobre personas de la categoría	2022	3,72
De 45 a 54 años	De 4 o más noches	Solo extranjero	Porcentaje sobre personas de la categoría	2021	2,41
De 45 a 54 años	De 4 o más noches	Solo extranjero	Porcentaje sobre personas de la categoría	2020	3,97
De 45 a 54 años	De 4 o más noches	Solo extranjero	Porcentaje sobre personas de la categoría	2019	5,27
De 45 a 54 años	De 4 o más noches	Solo extranjero	Porcentaje sobre personas de la categoría	2018	5,55
De 45 a 54 años	De 4 o más noches	Solo extranjero	Porcentaje sobre personas de la categoría	2017	4,62
De 45 a 54 años	De 4 o más noches	Solo extranjero	Porcentaje sobre personas de la categoría	2016	4,28
De 45 a 54 años	De 4 o más noches	Solo extranjero	Porcentaje sobre personas de la categoría	2015	4
De 45 a 54 años	De 4 o más noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2023	""
De 45 a 54 años	De 4 o más noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2022	1,31
De 45 a 54 años	De 4 o más noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2021	0,85
De 45 a 54 años	De 4 o más noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2020	1,17
De 45 a 54 años	De 4 o más noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2019	1,42
De 45 a 54 años	De 4 o más noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2018	1,54
De 45 a 54 años	De 4 o más noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2017	1,31
De 45 a 54 años	De 4 o más noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2016	1,2
De 45 a 54 años	De 4 o más noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2015	1,16
De 45 a 54 años	De 4 o más noches	España y extranjero	Porcentaje sobre personas de la categoría	2023	""
De 45 a 54 años	De 4 o más noches	España y extranjero	Porcentaje sobre personas de la categoría	2022	13,25
De 45 a 54 años	De 4 o más noches	España y extranjero	Porcentaje sobre personas de la categoría	2021	4,96
De 45 a 54 años	De 4 o más noches	España y extranjero	Porcentaje sobre personas de la categoría	2020	14,51
De 45 a 54 años	De 4 o más noches	España y extranjero	Porcentaje sobre personas de la categoría	2019	19,68
De 45 a 54 años	De 4 o más noches	España y extranjero	Porcentaje sobre personas de la categoría	2018	18,16
De 45 a 54 años	De 4 o más noches	España y extranjero	Porcentaje sobre personas de la categoría	2017	15,67
De 45 a 54 años	De 4 o más noches	España y extranjero	Porcentaje sobre personas de la categoría	2016	15,35
De 45 a 54 años	De 4 o más noches	España y extranjero	Porcentaje sobre personas de la categoría	2015	13,79
De 45 a 54 años	De 4 o más noches	España y extranjero	Porcentaje sobre el total de viajeros 	2023	""
De 45 a 54 años	De 4 o más noches	España y extranjero	Porcentaje sobre el total de viajeros 	2022	4,68
De 45 a 54 años	De 4 o más noches	España y extranjero	Porcentaje sobre el total de viajeros 	2021	1,74
De 45 a 54 años	De 4 o más noches	España y extranjero	Porcentaje sobre el total de viajeros 	2020	4,28
De 45 a 54 años	De 4 o más noches	España y extranjero	Porcentaje sobre el total de viajeros 	2019	5,31
De 45 a 54 años	De 4 o más noches	España y extranjero	Porcentaje sobre el total de viajeros 	2018	5,05
De 45 a 54 años	De 4 o más noches	España y extranjero	Porcentaje sobre el total de viajeros 	2017	4,44
De 45 a 54 años	De 4 o más noches	España y extranjero	Porcentaje sobre el total de viajeros 	2016	4,3
De 45 a 54 años	De 4 o más noches	España y extranjero	Porcentaje sobre el total de viajeros 	2015	4
De 55 a 64 años	Total	Total	Porcentaje sobre personas de la categoría	2023	""
De 55 a 64 años	Total	Total	Porcentaje sobre personas de la categoría	2022	63,53
De 55 a 64 años	Total	Total	Porcentaje sobre personas de la categoría	2021	48,6
De 55 a 64 años	Total	Total	Porcentaje sobre personas de la categoría	2020	58,26
De 55 a 64 años	Total	Total	Porcentaje sobre personas de la categoría	2019	66,2
De 55 a 64 años	Total	Total	Porcentaje sobre personas de la categoría	2018	61,88
De 55 a 64 años	Total	Total	Porcentaje sobre personas de la categoría	2017	60,57
De 55 a 64 años	Total	Total	Porcentaje sobre personas de la categoría	2016	62,73
De 55 a 64 años	Total	Total	Porcentaje sobre personas de la categoría	2015	59,2
De 55 a 64 años	Total	Total	Porcentaje sobre el total de viajeros 	2023	""
De 55 a 64 años	Total	Total	Porcentaje sobre el total de viajeros 	2022	19,03
De 55 a 64 años	Total	Total	Porcentaje sobre el total de viajeros 	2021	14,5
De 55 a 64 años	Total	Total	Porcentaje sobre el total de viajeros 	2020	14,41
De 55 a 64 años	Total	Total	Porcentaje sobre el total de viajeros 	2019	14,72
De 55 a 64 años	Total	Total	Porcentaje sobre el total de viajeros 	2018	13,94
De 55 a 64 años	Total	Total	Porcentaje sobre el total de viajeros 	2017	13,74
De 55 a 64 años	Total	Total	Porcentaje sobre el total de viajeros 	2016	13,92
De 55 a 64 años	Total	Total	Porcentaje sobre el total de viajeros 	2015	13,38
De 55 a 64 años	Total	Solo España	Porcentaje sobre personas de la categoría	2023	""
De 55 a 64 años	Total	Solo España	Porcentaje sobre personas de la categoría	2022	47,96
De 55 a 64 años	Total	Solo España	Porcentaje sobre personas de la categoría	2021	42,57
De 55 a 64 años	Total	Solo España	Porcentaje sobre personas de la categoría	2020	42,65
De 55 a 64 años	Total	Solo España	Porcentaje sobre personas de la categoría	2019	42,91
De 55 a 64 años	Total	Solo España	Porcentaje sobre personas de la categoría	2018	41,26
De 55 a 64 años	Total	Solo España	Porcentaje sobre personas de la categoría	2017	41,64
De 55 a 64 años	Total	Solo España	Porcentaje sobre personas de la categoría	2016	44,52
De 55 a 64 años	Total	Solo España	Porcentaje sobre personas de la categoría	2015	42,93
De 55 a 64 años	Total	Solo España	Porcentaje sobre el total de viajeros 	2023	""
De 55 a 64 años	Total	Solo España	Porcentaje sobre el total de viajeros 	2022	14,36
De 55 a 64 años	Total	Solo España	Porcentaje sobre el total de viajeros 	2021	12,7
De 55 a 64 años	Total	Solo España	Porcentaje sobre el total de viajeros 	2020	10,55
De 55 a 64 años	Total	Solo España	Porcentaje sobre el total de viajeros 	2019	9,54
De 55 a 64 años	Total	Solo España	Porcentaje sobre el total de viajeros 	2018	9,3
De 55 a 64 años	Total	Solo España	Porcentaje sobre el total de viajeros 	2017	9,45
De 55 a 64 años	Total	Solo España	Porcentaje sobre el total de viajeros 	2016	9,88
De 55 a 64 años	Total	Solo España	Porcentaje sobre el total de viajeros 	2015	9,7
De 55 a 64 años	Total	Solo extranjero	Porcentaje sobre personas de la categoría	2023	""
De 55 a 64 años	Total	Solo extranjero	Porcentaje sobre personas de la categoría	2022	2,5
De 55 a 64 años	Total	Solo extranjero	Porcentaje sobre personas de la categoría	2021	1,89
De 55 a 64 años	Total	Solo extranjero	Porcentaje sobre personas de la categoría	2020	3,7
De 55 a 64 años	Total	Solo extranjero	Porcentaje sobre personas de la categoría	2019	5,81
De 55 a 64 años	Total	Solo extranjero	Porcentaje sobre personas de la categoría	2018	5,26
De 55 a 64 años	Total	Solo extranjero	Porcentaje sobre personas de la categoría	2017	4,28
De 55 a 64 años	Total	Solo extranjero	Porcentaje sobre personas de la categoría	2016	5,14
De 55 a 64 años	Total	Solo extranjero	Porcentaje sobre personas de la categoría	2015	4,26
De 55 a 64 años	Total	Solo extranjero	Porcentaje sobre el total de viajeros 	2023	""
De 55 a 64 años	Total	Solo extranjero	Porcentaje sobre el total de viajeros 	2022	0,75
De 55 a 64 años	Total	Solo extranjero	Porcentaje sobre el total de viajeros 	2021	0,56
De 55 a 64 años	Total	Solo extranjero	Porcentaje sobre el total de viajeros 	2020	0,91
De 55 a 64 años	Total	Solo extranjero	Porcentaje sobre el total de viajeros 	2019	1,29
De 55 a 64 años	Total	Solo extranjero	Porcentaje sobre el total de viajeros 	2018	1,19
De 55 a 64 años	Total	Solo extranjero	Porcentaje sobre el total de viajeros 	2017	0,97
De 55 a 64 años	Total	Solo extranjero	Porcentaje sobre el total de viajeros 	2016	1,14
De 55 a 64 años	Total	Solo extranjero	Porcentaje sobre el total de viajeros 	2015	0,96
De 55 a 64 años	Total	España y extranjero	Porcentaje sobre personas de la categoría	2023	""
De 55 a 64 años	Total	España y extranjero	Porcentaje sobre personas de la categoría	2022	13,07
De 55 a 64 años	Total	España y extranjero	Porcentaje sobre personas de la categoría	2021	4,14
De 55 a 64 años	Total	España y extranjero	Porcentaje sobre personas de la categoría	2020	11,91
De 55 a 64 años	Total	España y extranjero	Porcentaje sobre personas de la categoría	2019	17,48
De 55 a 64 años	Total	España y extranjero	Porcentaje sobre personas de la categoría	2018	15,36
De 55 a 64 años	Total	España y extranjero	Porcentaje sobre personas de la categoría	2017	14,65
De 55 a 64 años	Total	España y extranjero	Porcentaje sobre personas de la categoría	2016	13,06
De 55 a 64 años	Total	España y extranjero	Porcentaje sobre personas de la categoría	2015	12,02
De 55 a 64 años	Total	España y extranjero	Porcentaje sobre el total de viajeros 	2023	""
De 55 a 64 años	Total	España y extranjero	Porcentaje sobre el total de viajeros 	2022	3,91
De 55 a 64 años	Total	España y extranjero	Porcentaje sobre el total de viajeros 	2021	1,23
De 55 a 64 años	Total	España y extranjero	Porcentaje sobre el total de viajeros 	2020	2,95
De 55 a 64 años	Total	España y extranjero	Porcentaje sobre el total de viajeros 	2019	3,89
De 55 a 64 años	Total	España y extranjero	Porcentaje sobre el total de viajeros 	2018	3,46
De 55 a 64 años	Total	España y extranjero	Porcentaje sobre el total de viajeros 	2017	3,32
De 55 a 64 años	Total	España y extranjero	Porcentaje sobre el total de viajeros 	2016	2,9
De 55 a 64 años	Total	España y extranjero	Porcentaje sobre el total de viajeros 	2015	2,72
De 55 a 64 años	De 1 a 3 noches	Total	Porcentaje sobre personas de la categoría	2023	""
De 55 a 64 años	De 1 a 3 noches	Total	Porcentaje sobre personas de la categoría	2022	50,82
De 55 a 64 años	De 1 a 3 noches	Total	Porcentaje sobre personas de la categoría	2021	32,45
De 55 a 64 años	De 1 a 3 noches	Total	Porcentaje sobre personas de la categoría	2020	41,87
De 55 a 64 años	De 1 a 3 noches	Total	Porcentaje sobre personas de la categoría	2019	49,06
De 55 a 64 años	De 1 a 3 noches	Total	Porcentaje sobre personas de la categoría	2018	44,53
De 55 a 64 años	De 1 a 3 noches	Total	Porcentaje sobre personas de la categoría	2017	46,81
De 55 a 64 años	De 1 a 3 noches	Total	Porcentaje sobre personas de la categoría	2016	43,28
De 55 a 64 años	De 1 a 3 noches	Total	Porcentaje sobre personas de la categoría	2015	42,34
De 55 a 64 años	De 1 a 3 noches	Total	Porcentaje sobre el total de viajeros 	2023	""
De 55 a 64 años	De 1 a 3 noches	Total	Porcentaje sobre el total de viajeros 	2022	15,22
De 55 a 64 años	De 1 a 3 noches	Total	Porcentaje sobre el total de viajeros 	2021	9,68
De 55 a 64 años	De 1 a 3 noches	Total	Porcentaje sobre el total de viajeros 	2020	10,36
De 55 a 64 años	De 1 a 3 noches	Total	Porcentaje sobre el total de viajeros 	2019	10,91
De 55 a 64 años	De 1 a 3 noches	Total	Porcentaje sobre el total de viajeros 	2018	10,03
De 55 a 64 años	De 1 a 3 noches	Total	Porcentaje sobre el total de viajeros 	2017	10,62
De 55 a 64 años	De 1 a 3 noches	Total	Porcentaje sobre el total de viajeros 	2016	9,61
De 55 a 64 años	De 1 a 3 noches	Total	Porcentaje sobre el total de viajeros 	2015	9,57
De 55 a 64 años	De 1 a 3 noches	Solo España	Porcentaje sobre personas de la categoría	2023	""
De 55 a 64 años	De 1 a 3 noches	Solo España	Porcentaje sobre personas de la categoría	2022	37,81
De 55 a 64 años	De 1 a 3 noches	Solo España	Porcentaje sobre personas de la categoría	2021	28,21
De 55 a 64 años	De 1 a 3 noches	Solo España	Porcentaje sobre personas de la categoría	2020	30,44
De 55 a 64 años	De 1 a 3 noches	Solo España	Porcentaje sobre personas de la categoría	2019	31,12
De 55 a 64 años	De 1 a 3 noches	Solo España	Porcentaje sobre personas de la categoría	2018	29,56
De 55 a 64 años	De 1 a 3 noches	Solo España	Porcentaje sobre personas de la categoría	2017	31,95
De 55 a 64 años	De 1 a 3 noches	Solo España	Porcentaje sobre personas de la categoría	2016	31,2
De 55 a 64 años	De 1 a 3 noches	Solo España	Porcentaje sobre personas de la categoría	2015	30,37
De 55 a 64 años	De 1 a 3 noches	Solo España	Porcentaje sobre el total de viajeros 	2023	""
De 55 a 64 años	De 1 a 3 noches	Solo España	Porcentaje sobre el total de viajeros 	2022	11,33
De 55 a 64 años	De 1 a 3 noches	Solo España	Porcentaje sobre el total de viajeros 	2021	8,42
De 55 a 64 años	De 1 a 3 noches	Solo España	Porcentaje sobre el total de viajeros 	2020	7,53
De 55 a 64 años	De 1 a 3 noches	Solo España	Porcentaje sobre el total de viajeros 	2019	6,92
De 55 a 64 años	De 1 a 3 noches	Solo España	Porcentaje sobre el total de viajeros 	2018	6,66
De 55 a 64 años	De 1 a 3 noches	Solo España	Porcentaje sobre el total de viajeros 	2017	7,25
De 55 a 64 años	De 1 a 3 noches	Solo España	Porcentaje sobre el total de viajeros 	2016	6,93
De 55 a 64 años	De 1 a 3 noches	Solo España	Porcentaje sobre el total de viajeros 	2015	6,86
De 55 a 64 años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre personas de la categoría	2023	""
De 55 a 64 años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre personas de la categoría	2022	..
De 55 a 64 años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre personas de la categoría	2021	..
De 55 a 64 años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre personas de la categoría	2020	..
De 55 a 64 años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre personas de la categoría	2019	2,32
De 55 a 64 años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre personas de la categoría	2018	1,67
De 55 a 64 años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre personas de la categoría	2017	..
De 55 a 64 años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre personas de la categoría	2016	..
De 55 a 64 años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre personas de la categoría	2015	1,39
De 55 a 64 años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2023	""
De 55 a 64 años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2022	..
De 55 a 64 años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2021	..
De 55 a 64 años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2020	..
De 55 a 64 años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2019	0,52
De 55 a 64 años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2018	0,38
De 55 a 64 años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2017	..
De 55 a 64 años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2016	..
De 55 a 64 años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2015	0,31
De 55 a 64 años	De 1 a 3 noches	España y extranjero	Porcentaje sobre personas de la categoría	2023	""
De 55 a 64 años	De 1 a 3 noches	España y extranjero	Porcentaje sobre personas de la categoría	2022	12,3
De 55 a 64 años	De 1 a 3 noches	España y extranjero	Porcentaje sobre personas de la categoría	2021	3,54
