Nivel de formación	Concepto turístico	Tipo de dato	Periodo	Total
Educación secundaria segunda etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2016T2	-4,5
Educación secundaria segunda etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2016T1	2,06
Educación secundaria segunda etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2015T4	""
Educación secundaria segunda etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2015T3	""
Educación secundaria segunda etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2015T2	""
Educación secundaria segunda etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2015T1	""
Educación secundaria segunda etapa	Pernoctaciones	Valor absoluto	2023T4	27.650.953
Educación secundaria segunda etapa	Pernoctaciones	Valor absoluto	2023T3	70.974.381
Educación secundaria segunda etapa	Pernoctaciones	Valor absoluto	2023T2	30.173.621
Educación secundaria segunda etapa	Pernoctaciones	Valor absoluto	2023T1	21.270.709
Educación secundaria segunda etapa	Pernoctaciones	Valor absoluto	2022T4	26.420.883
Educación secundaria segunda etapa	Pernoctaciones	Valor absoluto	2022T3	73.187.438
Educación secundaria segunda etapa	Pernoctaciones	Valor absoluto	2022T2	28.884.671
Educación secundaria segunda etapa	Pernoctaciones	Valor absoluto	2022T1	18.439.353
Educación secundaria segunda etapa	Pernoctaciones	Valor absoluto	2021T4	23.310.562
Educación secundaria segunda etapa	Pernoctaciones	Valor absoluto	2021T3	67.807.408
Educación secundaria segunda etapa	Pernoctaciones	Valor absoluto	2021T2	18.182.908
Educación secundaria segunda etapa	Pernoctaciones	Valor absoluto	2021T1	8.815.953
Educación secundaria segunda etapa	Pernoctaciones	Valor absoluto	2020T4	11.350.657
Educación secundaria segunda etapa	Pernoctaciones	Valor absoluto	2020T3	52.627.321
Educación secundaria segunda etapa	Pernoctaciones	Valor absoluto	2020T2	9.030.278
Educación secundaria segunda etapa	Pernoctaciones	Valor absoluto	2020T1	18.066.765
Educación secundaria segunda etapa	Pernoctaciones	Valor absoluto	2019T4	22.242.984
Educación secundaria segunda etapa	Pernoctaciones	Valor absoluto	2019T3	67.934.615
Educación secundaria segunda etapa	Pernoctaciones	Valor absoluto	2019T2	29.031.411
Educación secundaria segunda etapa	Pernoctaciones	Valor absoluto	2019T1	23.510.848
Educación secundaria segunda etapa	Pernoctaciones	Valor absoluto	2018T4	26.911.745
Educación secundaria segunda etapa	Pernoctaciones	Valor absoluto	2018T3	68.132.974
Educación secundaria segunda etapa	Pernoctaciones	Valor absoluto	2018T2	29.462.180
Educación secundaria segunda etapa	Pernoctaciones	Valor absoluto	2018T1	23.683.751
Educación secundaria segunda etapa	Pernoctaciones	Valor absoluto	2017T4	24.528.833
Educación secundaria segunda etapa	Pernoctaciones	Valor absoluto	2017T3	70.131.270
Educación secundaria segunda etapa	Pernoctaciones	Valor absoluto	2017T2	30.656.437
Educación secundaria segunda etapa	Pernoctaciones	Valor absoluto	2017T1	22.014.513
Educación secundaria segunda etapa	Pernoctaciones	Valor absoluto	2016T4	23.115.228
Educación secundaria segunda etapa	Pernoctaciones	Valor absoluto	2016T3	66.517.977
Educación secundaria segunda etapa	Pernoctaciones	Valor absoluto	2016T2	24.834.691
Educación secundaria segunda etapa	Pernoctaciones	Valor absoluto	2016T1	26.193.174
Educación secundaria segunda etapa	Pernoctaciones	Valor absoluto	2015T4	21.796.880
Educación secundaria segunda etapa	Pernoctaciones	Valor absoluto	2015T3	64.885.151
Educación secundaria segunda etapa	Pernoctaciones	Valor absoluto	2015T2	27.203.881
Educación secundaria segunda etapa	Pernoctaciones	Valor absoluto	2015T1	21.839.682
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual	2023T4	22,4
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual	2023T3	22,9
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual	2023T2	22,7
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual	2023T1	21,9
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual	2022T4	24
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual	2022T3	23,9
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual	2022T2	22
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual	2022T1	20,5
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual	2021T4	22,3
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual	2021T3	23,4
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual	2021T2	22
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual	2021T1	19,1
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual	2020T4	20,1
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual	2020T3	22,4
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual	2020T2	27
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual	2020T1	21,2
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual	2019T4	19,9
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual	2019T3	22,6
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual	2019T2	22
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual	2019T1	21,4
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual	2018T4	24,1
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual	2018T3	22,4
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual	2018T2	22,4
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual	2018T1	22,4
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual	2017T4	22,1
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual	2017T3	22,4
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual	2017T2	23,5
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual	2017T1	22,5
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual	2016T4	20,4
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual	2016T3	21,7
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual	2016T2	22,7
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual	2016T1	22,6
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual	2015T4	20,3
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual	2015T3	22,1
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual	2015T2	21,5
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual	2015T1	24,2
Educación secundaria segunda etapa	Pernoctaciones	Acumulado en lo que va de año	2023T4	150.069.664
Educación secundaria segunda etapa	Pernoctaciones	Acumulado en lo que va de año	2023T3	122.418.711
Educación secundaria segunda etapa	Pernoctaciones	Acumulado en lo que va de año	2023T2	51.444.330
Educación secundaria segunda etapa	Pernoctaciones	Acumulado en lo que va de año	2023T1	21.270.709
Educación secundaria segunda etapa	Pernoctaciones	Acumulado en lo que va de año	2022T4	146.932.346
Educación secundaria segunda etapa	Pernoctaciones	Acumulado en lo que va de año	2022T3	120.511.463
Educación secundaria segunda etapa	Pernoctaciones	Acumulado en lo que va de año	2022T2	47.324.025
Educación secundaria segunda etapa	Pernoctaciones	Acumulado en lo que va de año	2022T1	18.439.353
Educación secundaria segunda etapa	Pernoctaciones	Acumulado en lo que va de año	2021T4	118.116.831
Educación secundaria segunda etapa	Pernoctaciones	Acumulado en lo que va de año	2021T3	94.806.269
Educación secundaria segunda etapa	Pernoctaciones	Acumulado en lo que va de año	2021T2	26.998.861
Educación secundaria segunda etapa	Pernoctaciones	Acumulado en lo que va de año	2021T1	8.815.953
Educación secundaria segunda etapa	Pernoctaciones	Acumulado en lo que va de año	2020T4	91.075.021
Educación secundaria segunda etapa	Pernoctaciones	Acumulado en lo que va de año	2020T3	79.724.364
Educación secundaria segunda etapa	Pernoctaciones	Acumulado en lo que va de año	2020T2	27.097.043
Educación secundaria segunda etapa	Pernoctaciones	Acumulado en lo que va de año	2020T1	18.066.765
Educación secundaria segunda etapa	Pernoctaciones	Acumulado en lo que va de año	2019T4	142.719.858
Educación secundaria segunda etapa	Pernoctaciones	Acumulado en lo que va de año	2019T3	120.476.875
Educación secundaria segunda etapa	Pernoctaciones	Acumulado en lo que va de año	2019T2	52.542.260
Educación secundaria segunda etapa	Pernoctaciones	Acumulado en lo que va de año	2019T1	23.510.848
Educación secundaria segunda etapa	Pernoctaciones	Acumulado en lo que va de año	2018T4	148.190.651
Educación secundaria segunda etapa	Pernoctaciones	Acumulado en lo que va de año	2018T3	121.278.905
Educación secundaria segunda etapa	Pernoctaciones	Acumulado en lo que va de año	2018T2	53.145.931
Educación secundaria segunda etapa	Pernoctaciones	Acumulado en lo que va de año	2018T1	23.683.751
Educación secundaria segunda etapa	Pernoctaciones	Acumulado en lo que va de año	2017T4	147.331.054
Educación secundaria segunda etapa	Pernoctaciones	Acumulado en lo que va de año	2017T3	122.802.221
Educación secundaria segunda etapa	Pernoctaciones	Acumulado en lo que va de año	2017T2	52.670.950
Educación secundaria segunda etapa	Pernoctaciones	Acumulado en lo que va de año	2017T1	22.014.513
Educación secundaria segunda etapa	Pernoctaciones	Acumulado en lo que va de año	2016T4	140.661.070
Educación secundaria segunda etapa	Pernoctaciones	Acumulado en lo que va de año	2016T3	117.545.842
Educación secundaria segunda etapa	Pernoctaciones	Acumulado en lo que va de año	2016T2	51.027.865
Educación secundaria segunda etapa	Pernoctaciones	Acumulado en lo que va de año	2016T1	26.193.174
Educación secundaria segunda etapa	Pernoctaciones	Acumulado en lo que va de año	2015T4	135.725.593
Educación secundaria segunda etapa	Pernoctaciones	Acumulado en lo que va de año	2015T3	113.928.714
Educación secundaria segunda etapa	Pernoctaciones	Acumulado en lo que va de año	2015T2	49.043.563
Educación secundaria segunda etapa	Pernoctaciones	Acumulado en lo que va de año	2015T1	21.839.682
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual del acumulado	2023T4	22,6
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual del acumulado	2023T3	22,6
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual del acumulado	2023T2	22,3
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual del acumulado	2023T1	21,9
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual del acumulado	2022T4	23
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual del acumulado	2022T3	22,8
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual del acumulado	2022T2	21,4
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual del acumulado	2022T1	20,5
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual del acumulado	2021T4	22,6
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual del acumulado	2021T3	22,7
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual del acumulado	2021T2	20,9
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual del acumulado	2021T1	19,1
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual del acumulado	2020T4	22,2
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual del acumulado	2020T3	22,5
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual del acumulado	2020T2	22,8
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual del acumulado	2020T1	21,2
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual del acumulado	2019T4	21,8
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual del acumulado	2019T3	22,2
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual del acumulado	2019T2	21,7
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual del acumulado	2019T1	21,4
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual del acumulado	2018T4	22,7
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual del acumulado	2018T3	22,4
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual del acumulado	2018T2	22,4
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual del acumulado	2018T1	22,4
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual del acumulado	2017T4	22,6
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual del acumulado	2017T3	22,7
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual del acumulado	2017T2	23,1
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual del acumulado	2017T1	22,5
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual del acumulado	2016T4	21,8
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual del acumulado	2016T3	22,1
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual del acumulado	2016T2	22,6
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual del acumulado	2016T1	22,6
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual del acumulado	2015T4	22
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual del acumulado	2015T3	22,3
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual del acumulado	2015T2	22,6
Educación secundaria segunda etapa	Pernoctaciones	Distribución porcentual del acumulado	2015T1	24,2
Educación secundaria segunda etapa	Pernoctaciones	Variación anual	2023T4	4,66
Educación secundaria segunda etapa	Pernoctaciones	Variación anual	2023T3	-3,02
Educación secundaria segunda etapa	Pernoctaciones	Variación anual	2023T2	4,46
Educación secundaria segunda etapa	Pernoctaciones	Variación anual	2023T1	15,35
Educación secundaria segunda etapa	Pernoctaciones	Variación anual	2022T4	13,34
Educación secundaria segunda etapa	Pernoctaciones	Variación anual	2022T3	7,93
Educación secundaria segunda etapa	Pernoctaciones	Variación anual	2022T2	58,86
Educación secundaria segunda etapa	Pernoctaciones	Variación anual	2022T1	109,16
Educación secundaria segunda etapa	Pernoctaciones	Variación anual	2021T4	105,37
Educación secundaria segunda etapa	Pernoctaciones	Variación anual	2021T3	28,84
Educación secundaria segunda etapa	Pernoctaciones	Variación anual	2021T2	101,35
Educación secundaria segunda etapa	Pernoctaciones	Variación anual	2021T1	-51,2
Educación secundaria segunda etapa	Pernoctaciones	Variación anual	2020T4	-48,97
Educación secundaria segunda etapa	Pernoctaciones	Variación anual	2020T3	-22,53
Educación secundaria segunda etapa	Pernoctaciones	Variación anual	2020T2	-68,89
Educación secundaria segunda etapa	Pernoctaciones	Variación anual	2020T1	-23,16
Educación secundaria segunda etapa	Pernoctaciones	Variación anual	2019T4	-17,35
Educación secundaria segunda etapa	Pernoctaciones	Variación anual	2019T3	-0,29
Educación secundaria segunda etapa	Pernoctaciones	Variación anual	2019T2	-1,46
Educación secundaria segunda etapa	Pernoctaciones	Variación anual	2019T1	-0,73
Educación secundaria segunda etapa	Pernoctaciones	Variación anual	2018T4	9,71
Educación secundaria segunda etapa	Pernoctaciones	Variación anual	2018T3	-2,85
Educación secundaria segunda etapa	Pernoctaciones	Variación anual	2018T2	-3,9
Educación secundaria segunda etapa	Pernoctaciones	Variación anual	2018T1	7,58
Educación secundaria segunda etapa	Pernoctaciones	Variación anual	2017T4	6,12
Educación secundaria segunda etapa	Pernoctaciones	Variación anual	2017T3	5,43
Educación secundaria segunda etapa	Pernoctaciones	Variación anual	2017T2	23,44
Educación secundaria segunda etapa	Pernoctaciones	Variación anual	2017T1	-15,95
Educación secundaria segunda etapa	Pernoctaciones	Variación anual	2016T4	6,05
Educación secundaria segunda etapa	Pernoctaciones	Variación anual	2016T3	2,52
Educación secundaria segunda etapa	Pernoctaciones	Variación anual	2016T2	-8,71
Educación secundaria segunda etapa	Pernoctaciones	Variación anual	2016T1	19,93
Educación secundaria segunda etapa	Pernoctaciones	Variación anual	2015T4	""
Educación secundaria segunda etapa	Pernoctaciones	Variación anual	2015T3	""
Educación secundaria segunda etapa	Pernoctaciones	Variación anual	2015T2	""
Educación secundaria segunda etapa	Pernoctaciones	Variación anual	2015T1	""
Educación secundaria segunda etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2023T4	2,14
Educación secundaria segunda etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2023T3	1,58
Educación secundaria segunda etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2023T2	8,71
Educación secundaria segunda etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2023T1	15,35
Educación secundaria segunda etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2022T4	24,4
Educación secundaria segunda etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2022T3	27,11
Educación secundaria segunda etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2022T2	75,28
Educación secundaria segunda etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2022T1	109,16
Educación secundaria segunda etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2021T4	29,69
Educación secundaria segunda etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2021T3	18,92
Educación secundaria segunda etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2021T2	-0,36
Educación secundaria segunda etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2021T1	-51,2
Educación secundaria segunda etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2020T4	-36,19
Educación secundaria segunda etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2020T3	-33,83
Educación secundaria segunda etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2020T2	-48,43
Educación secundaria segunda etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2020T1	-23,16
Educación secundaria segunda etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2019T4	-3,69
Educación secundaria segunda etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2019T3	-0,66
Educación secundaria segunda etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2019T2	-1,14
Educación secundaria segunda etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2019T1	-0,73
Educación secundaria segunda etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2018T4	0,58
Educación secundaria segunda etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2018T3	-1,24
Educación secundaria segunda etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2018T2	0,9
Educación secundaria segunda etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2018T1	7,58
Educación secundaria segunda etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2017T4	4,74
Educación secundaria segunda etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2017T3	4,47
Educación secundaria segunda etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2017T2	3,22
Educación secundaria segunda etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2017T1	-15,95
Educación secundaria segunda etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2016T4	3,64
Educación secundaria segunda etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2016T3	3,17
Educación secundaria segunda etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2016T2	4,05
Educación secundaria segunda etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2016T1	19,93
Educación secundaria segunda etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2015T4	""
Educación secundaria segunda etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2015T3	""
Educación secundaria segunda etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2015T2	""
Educación secundaria segunda etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2015T1	""
Educación superior	Viajes	Valor absoluto	2023T4	18.068.107
Educación superior	Viajes	Valor absoluto	2023T3	25.089.653
Educación superior	Viajes	Valor absoluto	2023T2	20.291.770
Educación superior	Viajes	Valor absoluto	2023T1	15.269.885
Educación superior	Viajes	Valor absoluto	2022T4	16.818.853
Educación superior	Viajes	Valor absoluto	2022T3	23.867.824
Educación superior	Viajes	Valor absoluto	2022T2	18.773.493
Educación superior	Viajes	Valor absoluto	2022T1	14.350.162
Educación superior	Viajes	Valor absoluto	2021T4	15.945.618
Educación superior	Viajes	Valor absoluto	2021T3	22.765.932
Educación superior	Viajes	Valor absoluto	2021T2	14.723.859
Educación superior	Viajes	Valor absoluto	2021T1	6.616.383
Educación superior	Viajes	Valor absoluto	2020T4	7.406.201
Educación superior	Viajes	Valor absoluto	2020T3	18.767.444
Educación superior	Viajes	Valor absoluto	2020T2	3.478.488
Educación superior	Viajes	Valor absoluto	2020T1	12.229.812
Educación superior	Viajes	Valor absoluto	2019T4	16.580.555
Educación superior	Viajes	Valor absoluto	2019T3	23.246.836
Educación superior	Viajes	Valor absoluto	2019T2	19.986.341
Educación superior	Viajes	Valor absoluto	2019T1	16.908.156
Educación superior	Viajes	Valor absoluto	2018T4	15.938.046
Educación superior	Viajes	Valor absoluto	2018T3	23.725.645
Educación superior	Viajes	Valor absoluto	2018T2	19.967.222
Educación superior	Viajes	Valor absoluto	2018T1	16.402.255
Educación superior	Viajes	Valor absoluto	2017T4	16.053.529
Educación superior	Viajes	Valor absoluto	2017T3	23.218.917
Educación superior	Viajes	Valor absoluto	2017T2	19.486.709
Educación superior	Viajes	Valor absoluto	2017T1	15.857.013
Educación superior	Viajes	Valor absoluto	2016T4	15.512.710
Educación superior	Viajes	Valor absoluto	2016T3	22.985.171
Educación superior	Viajes	Valor absoluto	2016T2	16.584.148
Educación superior	Viajes	Valor absoluto	2016T1	16.336.808
Educación superior	Viajes	Valor absoluto	2015T4	15.158.726
Educación superior	Viajes	Valor absoluto	2015T3	21.885.237
Educación superior	Viajes	Valor absoluto	2015T2	18.668.328
Educación superior	Viajes	Valor absoluto	2015T1	13.601.962
Educación superior	Viajes	Distribución porcentual	2023T4	51
Educación superior	Viajes	Distribución porcentual	2023T3	50
Educación superior	Viajes	Distribución porcentual	2023T2	51,1
Educación superior	Viajes	Distribución porcentual	2023T1	52,6
Educación superior	Viajes	Distribución porcentual	2022T4	52,7
Educación superior	Viajes	Distribución porcentual	2022T3	49,5
Educación superior	Viajes	Distribución porcentual	2022T2	49,6
Educación superior	Viajes	Distribución porcentual	2022T1	51,6
Educación superior	Viajes	Distribución porcentual	2021T4	50,9
Educación superior	Viajes	Distribución porcentual	2021T3	48,9
Educación superior	Viajes	Distribución porcentual	2021T2	51,2
Educación superior	Viajes	Distribución porcentual	2021T1	49,5
Educación superior	Viajes	Distribución porcentual	2020T4	49,8
Educación superior	Viajes	Distribución porcentual	2020T3	49,9
Educación superior	Viajes	Distribución porcentual	2020T2	46,5
Educación superior	Viajes	Distribución porcentual	2020T1	49,8
Educación superior	Viajes	Distribución porcentual	2019T4	48,3
Educación superior	Viajes	Distribución porcentual	2019T3	47
Educación superior	Viajes	Distribución porcentual	2019T2	48,5
Educación superior	Viajes	Distribución porcentual	2019T1	47,9
Educación superior	Viajes	Distribución porcentual	2018T4	47
Educación superior	Viajes	Distribución porcentual	2018T3	45,5
Educación superior	Viajes	Distribución porcentual	2018T2	47,8
Educación superior	Viajes	Distribución porcentual	2018T1	48,1
Educación superior	Viajes	Distribución porcentual	2017T4	47,9
Educación superior	Viajes	Distribución porcentual	2017T3	45,2
Educación superior	Viajes	Distribución porcentual	2017T2	47,7
Educación superior	Viajes	Distribución porcentual	2017T1	47,9
Educación superior	Viajes	Distribución porcentual	2016T4	48,2
Educación superior	Viajes	Distribución porcentual	2016T3	46,4
Educación superior	Viajes	Distribución porcentual	2016T2	46,5
Educación superior	Viajes	Distribución porcentual	2016T1	48,5
Educación superior	Viajes	Distribución porcentual	2015T4	47,6
Educación superior	Viajes	Distribución porcentual	2015T3	46,6
Educación superior	Viajes	Distribución porcentual	2015T2	48,8
Educación superior	Viajes	Distribución porcentual	2015T1	49,3
Educación superior	Viajes	Acumulado en lo que va de año	2023T4	78.719.416
Educación superior	Viajes	Acumulado en lo que va de año	2023T3	60.651.309
Educación superior	Viajes	Acumulado en lo que va de año	2023T2	35.561.656
Educación superior	Viajes	Acumulado en lo que va de año	2023T1	15.269.885
Educación superior	Viajes	Acumulado en lo que va de año	2022T4	73.810.332
Educación superior	Viajes	Acumulado en lo que va de año	2022T3	56.991.479
Educación superior	Viajes	Acumulado en lo que va de año	2022T2	33.123.655
Educación superior	Viajes	Acumulado en lo que va de año	2022T1	14.350.162
Educación superior	Viajes	Acumulado en lo que va de año	2021T4	60.051.792
Educación superior	Viajes	Acumulado en lo que va de año	2021T3	44.106.175
Educación superior	Viajes	Acumulado en lo que va de año	2021T2	21.340.242
Educación superior	Viajes	Acumulado en lo que va de año	2021T1	6.616.383
Educación superior	Viajes	Acumulado en lo que va de año	2020T4	41.881.945
Educación superior	Viajes	Acumulado en lo que va de año	2020T3	34.475.743
Educación superior	Viajes	Acumulado en lo que va de año	2020T2	15.708.299
Educación superior	Viajes	Acumulado en lo que va de año	2020T1	12.229.812
Educación superior	Viajes	Acumulado en lo que va de año	2019T4	76.721.889
Educación superior	Viajes	Acumulado en lo que va de año	2019T3	60.141.334
Educación superior	Viajes	Acumulado en lo que va de año	2019T2	36.894.498
Educación superior	Viajes	Acumulado en lo que va de año	2019T1	16.908.156
Educación superior	Viajes	Acumulado en lo que va de año	2018T4	76.033.168
Educación superior	Viajes	Acumulado en lo que va de año	2018T3	60.095.122
Educación superior	Viajes	Acumulado en lo que va de año	2018T2	36.369.477
Educación superior	Viajes	Acumulado en lo que va de año	2018T1	16.402.255
Educación superior	Viajes	Acumulado en lo que va de año	2017T4	74.616.168
Educación superior	Viajes	Acumulado en lo que va de año	2017T3	58.562.639
Educación superior	Viajes	Acumulado en lo que va de año	2017T2	35.343.722
Educación superior	Viajes	Acumulado en lo que va de año	2017T1	15.857.013
Educación superior	Viajes	Acumulado en lo que va de año	2016T4	71.418.838
Educación superior	Viajes	Acumulado en lo que va de año	2016T3	55.906.127
Educación superior	Viajes	Acumulado en lo que va de año	2016T2	32.920.956
Educación superior	Viajes	Acumulado en lo que va de año	2016T1	16.336.808
Educación superior	Viajes	Acumulado en lo que va de año	2015T4	69.314.253
Educación superior	Viajes	Acumulado en lo que va de año	2015T3	54.155.527
Educación superior	Viajes	Acumulado en lo que va de año	2015T2	32.270.290
Educación superior	Viajes	Acumulado en lo que va de año	2015T1	13.601.962
Educación superior	Viajes	Distribución porcentual del acumulado	2023T4	51
Educación superior	Viajes	Distribución porcentual del acumulado	2023T3	51
Educación superior	Viajes	Distribución porcentual del acumulado	2023T2	51,7
Educación superior	Viajes	Distribución porcentual del acumulado	2023T1	52,6
Educación superior	Viajes	Distribución porcentual del acumulado	2022T4	50,6
Educación superior	Viajes	Distribución porcentual del acumulado	2022T3	50
Educación superior	Viajes	Distribución porcentual del acumulado	2022T2	50,4
Educación superior	Viajes	Distribución porcentual del acumulado	2022T1	51,6
Educación superior	Viajes	Distribución porcentual del acumulado	2021T4	50
Educación superior	Viajes	Distribución porcentual del acumulado	2021T3	49,8
Educación superior	Viajes	Distribución porcentual del acumulado	2021T2	50,7
Educación superior	Viajes	Distribución porcentual del acumulado	2021T1	49,5
Educación superior	Viajes	Distribución porcentual del acumulado	2020T4	49,6
Educación superior	Viajes	Distribución porcentual del acumulado	2020T3	49,5
Educación superior	Viajes	Distribución porcentual del acumulado	2020T2	49,1
Educación superior	Viajes	Distribución porcentual del acumulado	2020T1	49,8
Educación superior	Viajes	Distribución porcentual del acumulado	2019T4	47,9
Educación superior	Viajes	Distribución porcentual del acumulado	2019T3	47,7
Educación superior	Viajes	Distribución porcentual del acumulado	2019T2	48,2
Educación superior	Viajes	Distribución porcentual del acumulado	2019T1	47,9
Educación superior	Viajes	Distribución porcentual del acumulado	2018T4	47
Educación superior	Viajes	Distribución porcentual del acumulado	2018T3	46,9
Educación superior	Viajes	Distribución porcentual del acumulado	2018T2	47,9
